Series,Indicator Name,group
fin44d2.d.6,"Worried about not being able to pay school fees or fees for education: somewhat worried, secondary education or more (% ages 15+)",fin44d2
fin44d2.d.7,"Worried about not being able to pay school fees or fees for education: somewhat worried, income poorest 40% (% ages 15+)",fin44d2
fin44d2.d.8,"Worried about not being able to pay school fees or fees for education: somewhat worried, income richest 60% (% ages 15+)",fin44d2
fin44d2.d.9,"Worried about not being able to pay school fees or fees for education: somewhat worried, rural (% age 15+)",fin44d2
fin44d3.d,Worried about not being able to pay school fees or fees for education: not worried at all (% age 15+),fin44d3
fin44d3.d.1,"Worried about not being able to pay school fees or fees for education: not worried at all, female (% age 15+)",fin44d3
fin44d3.d.10,"Worried about not being able to pay school fees or fees for education: not worried at all, urban (% age 15+)",fin44d3
fin44d3.d.11,"Worried about not being able to pay school fees or fees for education: not worried at all, out of labor force (% age 15+)",fin44d3
fin44d3.d.12,"Worried about not being able to pay school fees or fees for education: not worried at all, in labor force (% age 15+)",fin44d3
fin44d3.d.2,"Worried about not being able to pay school fees or fees for education: not worried at all, male (% age 15+)",fin44d3
fin44d3.d.3,"Worried about not being able to pay school fees or fees for education: not worried at all, young (% ages 15-24)",fin44d3
fin44d3.d.4,"Worried about not being able to pay school fees or fees for education: not worried at all, older (% age 25+)",fin44d3
fin44d3.d.5,"Worried about not being able to pay school fees or fees for education: not worried at all, primary education or less (% ages 15+)",fin44d3
fin44d3.d.6,"Worried about not being able to pay school fees or fees for education: not worried at all, secondary education or more (% ages 15+)",fin44d3
fin44d3.d.7,"Worried about not being able to pay school fees or fees for education: not worried at all, income poorest 40% (% ages 15+)",fin44d3
fin44d3.d.8,"Worried about not being able to pay school fees or fees for education: not worried at all, income richest 60% (% ages 15+)",fin44d3
fin44d3.d.9,"Worried about not being able to pay school fees or fees for education: not worried at all, rural (% age 15+)",fin44d3
fin45.1.1.d,Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: very worried (% age 15+),fin45
fin45.1.1.d.1,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: very worried, female (% age 15+)",fin45
fin45.1.1.d.10,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: very worried, urban (% age 15+)",fin45
fin45.1.1.d.11,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: very worried, out of labor force (% age 15+)",fin45
fin45.1.1.d.12,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: very worried, in labor force (% age 15+)",fin45
fin45.1.1.d.2,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: very worried, male (% age 15+)",fin45
fin45.1.1.d.3,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: very worried, young (% ages 15-24)",fin45
fin45.1.1.d.4,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: very worried, older (% age 25+)",fin45
fin45.1.1.d.5,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: very worried, primary education or less (% ages 15+)",fin45
fin45.1.1.d.6,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: very worried, secondary education or more (% ages 15+)",fin45
fin45.1.1.d.7,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: very worried, income poorest 40% (% ages 15+)",fin45
fin45.1.1.d.8,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: very worried, income richest 60% (% ages 15+)",fin45
fin45.1.1.d.9,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: very worried, rural (% age 15+)",fin45
fin45.1.2.d,Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: somewhat worried (% age 15+),fin45
fin45.1.2.d.1,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: somewhat worried, female (% age 15+)",fin45
fin45.1.2.d.10,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: somewhat worried, urban (% age 15+)",fin45
fin45.1.2.d.11,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: somewhat worried, out of labor force (% age 15+)",fin45
fin45.1.2.d.12,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: somewhat worried, in labor force (% age 15+)",fin45
fin45.1.2.d.2,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: somewhat worried, male (% age 15+)",fin45
fin45.1.2.d.3,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: somewhat worried, young (% ages 15-24)",fin45
fin45.1.2.d.4,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: somewhat worried, older (% age 25+)",fin45
fin45.1.2.d.5,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: somewhat worried, primary education or less (% ages 15+)",fin45
fin45.1.2.d.6,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: somewhat worried, secondary education or more (% ages 15+)",fin45
fin45.1.2.d.7,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: somewhat worried, income poorest 40% (% ages 15+)",fin45
fin45.1.2.d.8,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: somewhat worried, income richest 60% (% ages 15+)",fin45
fin45.1.2.d.9,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: somewhat worried, rural (% age 15+)",fin45
fin45.1.3.d,Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: not worried (% age 15+),fin45
fin45.1.3.d.1,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: not worried, female (% age 15+)",fin45
fin45.1.3.d.10,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: not worried, urban (% age 15+)",fin45
fin45.1.3.d.11,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: not worried, out of labor force (% age 15+)",fin45
fin45.1.3.d.12,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: not worried, in labor force (% age 15+)",fin45
fin45.1.3.d.2,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: not worried, male (% age 15+)",fin45
fin45.1.3.d.3,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: not worried, young (% ages 15-24)",fin45
fin45.1.3.d.4,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: not worried, older (% age 25+)",fin45
fin45.1.3.d.5,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: not worried, primary education or less (% ages 15+)",fin45
fin45.1.3.d.6,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: not worried, secondary education or more (% ages 15+)",fin45
fin45.1.3.d.7,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: not worried, income poorest 40% (% ages 15+)",fin45
fin45.1.3.d.8,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: not worried, income richest 60% (% ages 15+)",fin45
fin45.1.3.d.9,"Experience or continue to experience severe financial hardship as a result of the disruption caused by COVID-19: not worried, rural (% age 15+)",fin45
fin45.1M.d,Most worrying financial issue: money for old age (% age 15+),fin45
fin45.1M.d.1,"Most worrying financial issue: money for old age, female (% age 15+)",fin45
fin45.1M.d.10,"Most worrying financial issue: money for old age, urban (% age 15+)",fin45
fin45.1M.d.11,"Most worrying financial issue: money for old age, out of labor force (% age 15+)",fin45
fin45.1M.d.12,"Most worrying financial issue: money for old age, in labor force (% age 15+)",fin45
fin45.1M.d.2,"Most worrying financial issue: money for old age, male (% age 15+)",fin45
fin45.1M.d.3,"Most worrying financial issue: money for old age, young (% ages 15-24)",fin45
fin45.1M.d.4,"Most worrying financial issue: money for old age, older (% age 25+)",fin45
fin45.1M.d.5,"Most worrying financial issue: money for old age, primary education or less (% ages 15+)",fin45
fin45.1M.d.6,"Most worrying financial issue: money for old age, secondary education or more (% ages 15+)",fin45
fin45.1M.d.7,"Most worrying financial issue: money for old age, income poorest 40% (% ages 15+)",fin45
fin45.1M.d.8,"Most worrying financial issue: money for old age, income richest 60% (% ages 15+)",fin45
fin45.1M.d.9,"Most worrying financial issue: money for old age, rural (% age 15+)",fin45
fin45.2M.d,Most worrying financial issue: paying for medical costs in case of a serious illness or accident (% age 15+),fin45
fin45.2M.d.1,"Most worrying financial issue: paying for medical costs in case of a serious illness or accident, female (% age 15+)",fin45
fin45.2M.d.10,"Most worrying financial issue: paying for medical costs in case of a serious illness or accident, urban (% age 15+)",fin45
fin45.2M.d.11,"Most worrying financial issue: paying for medical costs in case of a serious illness or accident, out of labor force (% age 15+)",fin45
fin45.2M.d.12,"Most worrying financial issue: paying for medical costs in case of a serious illness or accident, in labor force (% age 15+)",fin45
fin45.2M.d.2,"Most worrying financial issue: paying for medical costs in case of a serious illness or accident, male (% age 15+)",fin45
fin45.2M.d.3,"Most worrying financial issue: paying for medical costs in case of a serious illness or accident, young (% ages 15-24)",fin45
fin45.2M.d.4,"Most worrying financial issue: paying for medical costs in case of a serious illness or accident, older (% age 25+)",fin45
fin45.2M.d.5,"Most worrying financial issue: paying for medical costs in case of a serious illness or accident, primary education or less (% ages 15+)",fin45
fin45.2M.d.6,"Most worrying financial issue: paying for medical costs in case of a serious illness or accident, secondary education or more (% ages 15+)",fin45
fin45.2M.d.7,"Most worrying financial issue: paying for medical costs in case of a serious illness or accident, income poorest 40% (% ages 15+)",fin45
fin45.2M.d.8,"Most worrying financial issue: paying for medical costs in case of a serious illness or accident, income richest 60% (% ages 15+)",fin45
fin45.2M.d.9,"Most worrying financial issue: paying for medical costs in case of a serious illness or accident, rural (% age 15+)",fin45
fin45.3M.d,Most worrying financial issue: money to pay for monthly expenses or bills (% age 15+),fin45
fin45.3M.d.1,"Most worrying financial issue: money to pay for monthly expenses or bills, female (% age 15+)",fin45
fin45.3M.d.10,"Most worrying financial issue: money to pay for monthly expenses or bills, urban (% age 15+)",fin45
fin45.3M.d.11,"Most worrying financial issue: money to pay for monthly expenses or bills, out of labor force (% age 15+)",fin45
fin45.3M.d.12,"Most worrying financial issue: money to pay for monthly expenses or bills, in labor force (% age 15+)",fin45
fin45.3M.d.2,"Most worrying financial issue: money to pay for monthly expenses or bills, male (% age 15+)",fin45
fin45.3M.d.3,"Most worrying financial issue: money to pay for monthly expenses or bills, young (% ages 15-24)",fin45
fin45.3M.d.4,"Most worrying financial issue: money to pay for monthly expenses or bills, older (% age 25+)",fin45
fin45.3M.d.5,"Most worrying financial issue: money to pay for monthly expenses or bills, primary education or less (% ages 15+)",fin45
fin45.3M.d.6,"Most worrying financial issue: money to pay for monthly expenses or bills, secondary education or more (% ages 15+)",fin45
fin45.3M.d.7,"Most worrying financial issue: money to pay for monthly expenses or bills, income poorest 40% (% ages 15+)",fin45
fin45.3M.d.8,"Most worrying financial issue: money to pay for monthly expenses or bills, income richest 60% (% ages 15+)",fin45
fin45.3M.d.9,"Most worrying financial issue: money to pay for monthly expenses or bills, rural (% age 15+)",fin45
fin45.4M.d,Most worrying financial issue: paying school or education fees (% age 15+),fin45
fin45.4M.d.1,"Most worrying financial issue: paying school or education fees, female (% age 15+)",fin45
fin45.4M.d.10,"Most worrying financial issue: paying school or education fees, urban (% age 15+)",fin45
fin45.4M.d.11,"Most worrying financial issue: paying school or education fees, out of labor force (% age 15+)",fin45
fin45.4M.d.12,"Most worrying financial issue: paying school or education fees, in labor force (% age 15+)",fin45
fin45.4M.d.2,"Most worrying financial issue: paying school or education fees, male (% age 15+)",fin45
fin45.4M.d.3,"Most worrying financial issue: paying school or education fees, young (% ages 15-24)",fin45
fin45.4M.d.4,"Most worrying financial issue: paying school or education fees, older (% age 25+)",fin45
fin45.4M.d.5,"Most worrying financial issue: paying school or education fees, primary education or less (% ages 15+)",fin45
fin45.4M.d.6,"Most worrying financial issue: paying school or education fees, secondary education or more (% ages 15+)",fin45
fin45.4M.d.7,"Most worrying financial issue: paying school or education fees, income poorest 40% (% ages 15+)",fin45
fin45.4M.d.8,"Most worrying financial issue: paying school or education fees, income richest 60% (% ages 15+)",fin45
fin45.4M.d.9,"Most worrying financial issue: paying school or education fees, rural (% age 15+)",fin45
fin4a,Used a debit card in-store (% age 15+),fin4a
fin4a.8a,Uses a debit or credit card: in-store (% age 15+),fin4a
fin4a.8a.14.1,Made a digital in-store merchant payment (age 15+),fin4a
fin4a.8a.s,"Used a debit or credit card: in-store (% who use a credit or debit card, age 15+)",fin4a
fin4a.s,"Used a debit card: in-store (% who used a debit card, age 15+)",fin4a
fin5,"Use a mobile phone or the internet to make payments, buy things, or to send or receive money using a financial institution account (% age 15+)",fin5
fin5.2017.d,Used a mobile phone or the internet to access an account(% age 15+),fin5
fin5.2017.d.1,"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5
fin5.2017.d.10,"Used a mobile phone or the internet to access an account, urban (% age 15+)",fin5
fin5.2017.d.11,"Used a mobile phone or the internet to access an account, out of labor force (% age 15+)",fin5
fin5.2017.d.12,"Used a mobile phone or the internet to access an account, in labor force (% age 15+)",fin5
fin5.2017.d.2,"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5
fin5.2017.d.3,"Used a mobile phone or the internet to access an account, young (% ages 15-24)",fin5
fin5.2017.d.4,"Used a mobile phone or the internet to access an account, older (% age 25+)",fin5
fin5.2017.d.5,"Used a mobile phone or the internet to access an account, primary education or less (% ages 15+)",fin5
fin5.2017.d.6,"Used a mobile phone or the internet to access an account, secondary education or more (% ages 15+)",fin5
fin5.2017.d.7,"Used a mobile phone or the internet to access an account, income poorest 40% (% ages 15+)",fin5
fin5.2017.d.8,"Used a mobile phone or the internet to access an account, income richest 60% (% ages 15+)",fin5
fin5.2017.d.9,"Used a mobile phone or the internet to access an account, rural (% age 15+)",fin5
fin5.2017.d.s,"Used a mobile phone or the internet to access an account (% with an account, age 15+)",fin5
fin5.a.2017,Used a mobile phone or the internet to access a financial institution account (% age 15+),fin5
fin5.a.2017.s,"Used a mobile phone or the internet to access a financial institution account (% with a financial institution account, age 15+)",fin5
fin5.s,"Use a mobile phone or the internet to make payments, buy things, or to send or receive money using a financial institution account (% with a financial institution account, age 15+)",fin5
fin6.t,Used a mobile phone or the internet to check account balance(% age 15+),fin6
fin6.t.s,"Used a mobile phone or the internet to check account balance(% with a financial institution account, age 15+)",fin6
fin68a.2011,Used checks to make payments(% age 15+),fin68a
fin7.t.d,Owns a credit card (% age 15+),fin7
fin7.t.d.1,"Owns a credit card, female (% age 15+)",fin7
fin7.t.d.10,"Owns a credit card, urban (% age 15+)",fin7
fin7.t.d.11,"Owns a credit card, out of labor force (% age 15+)",fin7
fin7.t.d.12,"Owns a credit card, in labor force (% age 15+)",fin7
fin7.t.d.2,"Owns a credit card, male (% age 15+)",fin7
fin7.t.d.3,"Owns a credit card, young (% ages 15-24)",fin7
fin7.t.d.4,"Owns a credit card, older (% age 25+)",fin7
fin7.t.d.5,"Owns a credit card, primary education or less (% ages 15+)",fin7
fin7.t.d.6,"Owns a credit card, secondary education or more (% ages 15+)",fin7
fin7.t.d.7,"Owns a credit card, income poorest 40% (% ages 15+)",fin7
fin7.t.d.8,"Owns a credit card, income richest 60% (% ages 15+)",fin7
fin7.t.d.9,"Owns a credit card, rural (% age 15+)",fin7
fin8.t,Used a credit card (% age 15+),fin8
fin8a,Used a credit card: in-store (% age 15+),fin8a
fin8a.s,"Used a credit card: in-store (% who used a credit card, age 15+)",fin8a
fin8b,Paid off all credit card balances in full by their due date (% age 15+),fin8b
fin8b.s,"Paid off all credit card balances in full by their due date (% who used a credit card, age 15+)",fin8b
fin9.t.s,"Made a deposit (% with a financial institution account, age 15+)",fin9
fin9a,Deposited money into a financial institution account 2 or more times a month (% age 15+),fin9a
fin9a.s,"Deposited money into a financial institution account 2 or more times a month (% who had deposited money, age 15+)",fin9a
fin9N.10N.t.d,Has an inactive account (% age 15+),fin9N
fin9N.10N.t.d.1,"Has an inactive account, female (% age 15+)",fin9N
fin9N.10N.t.d.10,"Has an inactive account, urban (% age 15+)",fin9N
fin9N.10N.t.d.11,"Has an inactive account, out of labor force (% age 15+)",fin9N
fin9N.10N.t.d.12,"Has an inactive account, in labor force (% age 15+)",fin9N
fin9N.10N.t.d.2,"Has an inactive account, male (% age 15+)",fin9N
fin9N.10N.t.d.3,"Has an inactive account, young (% ages 15-24)",fin9N
fin9N.10N.t.d.4,"Has an inactive account, older (% age 25+)",fin9N
fin9N.10N.t.d.5,"Has an inactive account, primary education or less (% ages 15+)",fin9N
fin9N.10N.t.d.6,"Has an inactive account, secondary education or more (% ages 15+)",fin9N
fin9N.10N.t.d.7,"Has an inactive account, income poorest 40% (% ages 15+)",fin9N
fin9N.10N.t.d.8,"Has an inactive account, income richest 60% (% ages 15+)",fin9N
fin9N.10N.t.d.9,"Has an inactive account, rural (% age 15+)",fin9N
fin9N.10N.t.s,"Has an inactive account (% with an account, age 15+)",fin9N
fing2p.acc.t,Received government payments: into an account (% age 15+),fing2p
fing2p.acc.t.s,"Received government payments: into an account (% of government payment recipients, age 15+)",fing2p
fing2p.card.t,Received government payments: to a card (% age 15+),fing2p
fing2p.card.t.s,"Received government payments: to a card (% of government payment recipients, age 15+)",fing2p
fing2p.cash.t,Received government payments: in cash only (% age 15+),fing2p
fing2p.cash.t.s,"Received government payments: in cash only (% of government payment recipients, age 15+)",fing2p
fing2p.fin.t,Received government payments: into a financial institution account (% age 15+),fing2p
fing2p.fin.t.s,"Received government payments: into a financial institution account (% of government payment recipients, age 15+)",fing2p
fing2p.mob.t,Received government payments: through a mobile phone (% age 15+),fing2p
fing2p.mob.t.s,"Received government payments: through a mobile phone (% of government payment recipients, age 15+)",fing2p
fing2p.t.d,Received government payments (% age 15+),fing2p
fing2p.t.d.1,"Received government payments, female (% age 15+)",fing2p
fing2p.t.d.10,"Received government payments, urban (% age 15+)",fing2p
fing2p.t.d.11,"Received government payments, out of labor force (% age 15+)",fing2p
fing2p.t.d.12,"Received government payments, in labor force (% age 15+)",fing2p
fing2p.t.d.2,"Received government payments, male (% age 15+)",fing2p
fing2p.t.d.3,"Received government payments, young (% ages 15-24)",fing2p
fing2p.t.d.4,"Received government payments, older (% age 25+)",fing2p
fing2p.t.d.5,"Received government payments, primary education or less (% ages 15+)",fing2p
fing2p.t.d.6,"Received government payments, secondary education or more (% ages 15+)",fing2p
fing2p.t.d.7,"Received government payments, income poorest 40% (% ages 15+)",fing2p
fing2p.t.d.8,"Received government payments, income richest 60% (% ages 15+)",fing2p
fing2p.t.d.9,"Received government payments, rural (% age 15+)",fing2p
g20.made.t.d,Made a digital payment (% age 15+),g20
g20.made.t.d.1,"Made a digital payment, female (% age 15+)",g20
g20.made.t.d.10,"Made a digital payment, urban (% age 15+)",g20
g20.made.t.d.11,"Made a digital payment, out of labor force (% age 15+)",g20
g20.made.t.d.12,"Made a digital payment, in labor force (% age 15+)",g20
g20.made.t.d.2,"Made a digital payment, male (% age 15+)",g20
g20.made.t.d.3,"Made a digital payment, young (% ages 15-24)",g20
g20.made.t.d.4,"Made a digital payment, older (% age 25+)",g20
g20.made.t.d.5,"Made a digital payment, primary education or less (% ages 15+)",g20
g20.made.t.d.6,"Made a digital payment, secondary education or more (% ages 15+)",g20
g20.made.t.d.7,"Made a digital payment, income poorest 40% (% ages 15+)",g20
g20.made.t.d.8,"Made a digital payment, income richest 60% (% ages 15+)",g20
g20.made.t.d.9,"Made a digital payment, rural (% age 15+)",g20
g20.receive.t.d,Received digital payments (% age 15+),g20
g20.receive.t.d.1,"Received digital payments, female (% age 15+)",g20
g20.receive.t.d.10,"Received digital payments, urban (% age 15+)",g20
g20.receive.t.d.11,"Received digital payments, out of labor force (% age 15+)",g20
g20.receive.t.d.12,"Received digital payments, in labor force (% age 15+)",g20
g20.receive.t.d.2,"Received digital payments, male (% age 15+)",g20
g20.receive.t.d.3,"Received digital payments, young (% ages 15-24)",g20
g20.receive.t.d.4,"Received digital payments, older (% age 25+)",g20
g20.receive.t.d.5,"Received digital payments, primary education or less (% ages 15+)",g20
g20.receive.t.d.6,"Received digital payments, secondary education or more (% ages 15+)",g20
g20.receive.t.d.7,"Received digital payments, income poorest 40% (% ages 15+)",g20
g20.receive.t.d.8,"Received digital payments, income richest 60% (% ages 15+)",g20
g20.receive.t.d.9,"Received digital payments, rural (% age 15+)",g20
g20.t.d,Made or received a digital payment (% age 15+),g20
g20.t.d.1,"Made or received a digital payment, female (% age 15+)",g20
g20.t.d.10,"Made or received a digital payment, urban (% age 15+)",g20
g20.t.d.11,"Made or received a digital payment, out of labor force (% age 15+)",g20
g20.t.d.12,"Made or received a digital payment, in labor force (% age 15+)",g20
g20.t.d.2,"Made or received a digital payment, male (% age 15+)",g20
g20.t.d.3,"Made or received a digital payment, young (% ages 15-24)",g20
g20.t.d.4,"Made or received a digital payment, older (% age 25+)",g20
g20.t.d.5,"Made or received a digital payment, primary education or less (% ages 15+)",g20
g20.t.d.6,"Made or received a digital payment, secondary education or more (% ages 15+)",g20
g20.t.d.7,"Made or received a digital payment, income poorest 40% (% ages 15+)",g20
g20.t.d.8,"Made or received a digital payment, income richest 60% (% ages 15+)",g20
g20.t.d.9,"Made or received a digital payment, rural (% age 15+)",g20
Internet,Has access to the Internet (% age 15+),Internet
merchant.1st,Made a digital merchant payment for the first time after COVID-19 started (% age 15+),merchant
merchant.1st.s,"Made a digital merchant payment for the first time after COVID-19 started (% who made a digital merchant payment, age 15+)",merchant
merchant.pay,Made a digital merchant payment (% age 15+),merchant
merchant.pay.1,"Made a digital merchant payment, female (% age 15+)",merchant
merchant.pay.10,"Made a digital merchant payment, urban (% age 15+)",merchant
merchant.pay.11,"Made a digital merchant payment, out of labor force (% age 15+)",merchant
merchant.pay.12,"Made a digital merchant payment, in labor force (% age 15+)",merchant
merchant.pay.2,"Made a digital merchant payment, male (% age 15+)",merchant
merchant.pay.3,"Made a digital merchant payment, young (% ages 15-24)",merchant
merchant.pay.4,"Made a digital merchant payment, older (% age 25+)",merchant
merchant.pay.5,"Made a digital merchant payment, primary education or less (% ages 15+)",merchant
merchant.pay.6,"Made a digital merchant payment, secondary education or more (% ages 15+)",merchant
merchant.pay.7,"Made a digital merchant payment, income poorest 40% (% ages 15+)",merchant
merchant.pay.8,"Made a digital merchant payment, income richest 60% (% ages 15+)",merchant
merchant.pay.9,"Made a digital merchant payment, rural (% age 15+)",merchant
mobileaccount.t.d,Mobile money account (% age 15+),mobileaccount
mobileaccount.t.d.1,"Mobile money account, female (% age 15+)",mobileaccount
mobileaccount.t.d.10,"Mobile money account, urban (% age 15+)",mobileaccount
mobileaccount.t.d.11,"Mobile money account, out of labor force (% age 15+)",mobileaccount
mobileaccount.t.d.12,"Mobile money account, in labor force (% age 15+)",mobileaccount
mobileaccount.t.d.2,"Mobile money account, male (% age 15+)",mobileaccount
mobileaccount.t.d.3,"Mobile money account, young (% ages 15-24)",mobileaccount
mobileaccount.t.d.4,"Mobile money account, older (% age 25+)",mobileaccount
mobileaccount.t.d.5,"Mobile money account, primary education or less (% ages 15+)",mobileaccount
mobileaccount.t.d.6,"Mobile money account, secondary education or more (% ages 15+)",mobileaccount
mobileaccount.t.d.7,"Mobile money account, income poorest 40% (% ages 15+)",mobileaccount
mobileaccount.t.d.8,"Mobile money account, income richest 60% (% ages 15+)",mobileaccount
mobileaccount.t.d.9,"Mobile money account, rural (% age 15+)",mobileaccount
Own.phone,Own a mobile phone (% age 15+),Own
save.any,Saved any money (% age 15+),save
save.any.1,"Saved any money, female (% age 15+)",save
save.any.10,"Saved any money, urban (% age 15+)",save
save.any.11,"Saved any money, out of labor force (% age 15+)",save
save.any.12,"Saved any money, in labor force (% age 15+)",save
save.any.2,"Saved any money, male (% age 15+)",save
save.any.3,"Saved any money, young (% ages 15-24)",save
save.any.4,"Saved any money, older (% age 25+)",save
save.any.5,"Saved any money, primary education or less (% ages 15+)",save
save.any.6,"Saved any money, secondary education or more (% ages 15+)",save
save.any.7,"Saved any money, income poorest 40% (% ages 15+)",save
save.any.8,"Saved any money, income richest 60% (% ages 15+)",save
save.any.9,"Saved any money, rural (% age 15+)",save
